Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Headpiece (page 75) from Cirque de l'étoile filante (The Shooting Star Circus),Georges Rouault,5053,"(French, 1871–1958)",(French),(1871),(1958),(Male),1938,Wood engraving from an illustrated book with seventy-four wood engravings and seventeen aquatint and etchings (eleven with drypoint),"composition (irreg.): 6 9/16 × 7 15/16"" (16.6 × 20.2 cm); page (irreg.): 17 5/16 × 13 3/16"" (44 × 33.5 cm)",The Louis E. Stern Collection,1043.1964.41,Illustrated Book,Drawings & Prints,1964-10-06,Y,30424,http://www.moma.org/collection/works/30424,http://www.moma.org/media/W1siZiIsIjE4OTQ5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d474a9fe2f589c25,,,,16.6,,,20.2,,
"Devil's Holiday, design for the ballet",Eugene Berman,502,"(American, born Russia. 1899–1972)",(American),(1899),(1972),(Male),1940,Ink on colored paper,"11 13/16 x 8 7/8"" (30 x 22.5 cm)",Gift of Paul Magriel,59.1942.4,Drawing,Drawings & Prints,1942-03-18,Y,84971,http://www.moma.org/collection/works/84971,,,,,30.0038,,,22.5425,,
Plate (folio 11 verso) from DER MOSAIKELEFANT UND ANDERE GEDICHTE,Bernhard Luginbühl,6976,"(Swiss, 1929–2011)",(Swiss),(1929),(2011),(Male),1984,"Woodcut, printed in black","irreg composition  8 11/16 x 12 1/4"" (22.1 x 31.1 cm)",,34.1993.8,Illustrated Book,Drawings & Prints,1993-01-18,N,10526,,,,,,22.1,,,31.1,,
Terror im Vergnügungspark from the Museum in Progress project Interventions in Progress,"Julius Deutschbauer, Gerhard Spring","30892, 30893","(Austrian, born 1961) (Austrian, born 1962)",(Austrian) (Austrian),(1961) (1962),(0) (0),(Male) (Male),"(newspaper published June 9, 2004)","Lithograph, offset printed","sheet: 18 1/2 x 12 3/8"" (47 x 31.5 cm)",Linda Barth Goldstein Fund,514.2006.477,Print,Drawings & Prints,2006-06-01,N,115048,,,,,,47.0,,,31.5,,
"LOGOLOGY (plate, folio 11) from CERCEAUX 'SORCELLENT",Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(Male),1967,"Pochoir, printed in color","irreg. composition  10 5/8 x 8 3/8"" (27 x 21.3 cm)",Monroe Wheeler Fund,97.1968.7,Illustrated Book,Drawings & Prints,1968-02-05,N,11283,,,,,,27.0,,,21.3,,
Prints: various dimensions.",Inter-American Fund,326.1969.1-3,Illustrated Book,Drawings & Prints,1969-04-16,Y,15756,http://www.moma.org/collection/works/15756,,,,,13.0,,,10.0,,
Spectacles,Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(Male),1961,Lithograph,,Gift of Mr. and Mrs. Ralph F. Colin,629.1966.64,Print,Drawings & Prints,1966-12-06,N,164140,,,,,,,,,,,
PAUL GAUGUIN,G. D. De Monfried,1436,"(French, 1856–1929)",(French),(1856),(1929),(Male),,"Woodcut, printed in black","Sheet 11 1/16 x 8 5/8"" (28.1 x 21.9 cm) Comp.  6 13/16 x 4 13/16"" (17.3 x 12.2 cm)",Purchase,505.1949,Print,Drawings & Prints,1949-09-29,N,70236,,,,,,17.3,,,12.2,,
Plate (facing page 10) from Les Chants de Maldoror (The Songs of Maldoror),Salvador Dalí,1364,"(Spanish, 1904–1989)",(Spanish),(1904),(1989),(Male),1934,One from an illustrated book with forty-two photogravure and drypoints after celluloid engravings,"plate: 8 7/8 x 6 13/16"" (22.5 x 17.3cm); page: 13 1/16 x 9 15/16"" (33.2 x 25.2 cm)",The Louis E. Stern Collection,771.1964.3,Illustrated Book,Drawings & Prints,1964-10-06,Y,23612,http://www.moma.org/collection/works/23612,http://www.moma.org/media/W1siZiIsIjE4MDcyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=412987a75d420132,,,,22.5,,,17.3,,
Ready to Sparkle Fashions from General Dynamic F.U.N.,Eduardo Paolozzi,4488,"(British, 1924–2005)",(British),(1924),(2005),(Male),"1965–70, published 1970",Offset lithograph from a portfolio of thirty-four offset lithographs and sixteen screenprints,"composition and sheet: 14 15/16 x 10"" (38 x 25.4 cm)",Mrs. Donald B. Straus Fund,427.1970.16,Print,Drawings & Prints,1970-10-22,Y,150889,http://www.moma.org/collection/works/150889,http://www.moma.org/media/W1siZiIsIjIzMTU1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9f51bd8329429489,,,,38.0,,,25.4,,
"PREVI Housing Project, Lima, Peru (Plans of units)",Frederick Cooper Llosa,44956,"(Peruvian, born 1939)",(Peruvian),(1939),(0),(Male),1968-1972,Ink on paper,,Gift of the architect,676.2014.2,Architecture,Architecture & Design,2014-10-06,N,184814,,,,,,70.0,,,120.0,,
Untitled,Luke Swank,5749,"(American, 1890–1944)",(American),(1890),(1944),(Male),1930-41,Gelatin silver print,"5 7/8 × 8"" (15 × 20.3 cm)",Gift of the artist,235.1941,Photograph,Photography,1941-01-16,Y,49297,http://www.moma.org/collection/works/49297,http://www.moma.org/media/W1siZiIsIjI1MjI2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=259aa18e14ba6d32,,,,15.0,,,20.3,,
"Picasso-Braque Exhibition at ""291""",Alfred Stieglitz,5664,"(American, 1864–1946)",(American),(1864),(1946),(Male),1915,Platinum print,"7 11/16 × 9 11/16"" (19.5 × 24.6 cm)
"World Congress of Women, Moscow (Design for commemorative silk scarf)",Anna Andreeva,74860,"(Russian, 1917–2009)",(Russian),(1917),(2009),(Female),1963,"Ink, tempera, and collage on paper","25 13/16 × 25 9/16"" (65.5 × 65 cm)",Committee on Architecture and Design Funds,829.2018,Design,Architecture & Design,2018-10-15,Y,290364,http://www.moma.org/collection/works/290364,http://www.moma.org/media/W1siZiIsIjQ1Njg5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd40e80a0c8b21ee,,,,65.5,,,65.0,,
Lungs from Possession Is Nine-Tenths of the Law,Kiki Smith,5486,"(American, born Germany 1954)",(American),(1954),(0),(Female),1985,One from a portfolio of nine screenprint and monotypes with ink additions,"composition (irreg.): 14 3/8 x 15 1/4"" (36.5 x 38.7 cm); sheet: 21 5/8 x 16 9/16"" (55 x 42.1 cm)",Richard A. Epstein Fund,18.1986.9,Print,Drawings & Prints,1986-01-09,Y,60054,http://www.moma.org/collection/works/60054,http://www.moma.org/media/W1siZiIsIjIwNTExMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=09ba3d226f3f17a0,,,,36.5,,,38.7,,
Untitled from Six Prints,Liubov Popova,4694,"(Russian, 1889–1924)",(Russian),(1889),(1924),(Female),c. 1917–19,"Linoleum cut with watercolor and gouache additions from a portfolio of seven linoleum cuts (including title page), all with watercolor and gouache, and one with oil additions","composition and sheet: 13 3/4 x 10 3/16"" (35 x 25.8 cm)","General Print Fund, Edgar Wachenheim III Fund, and Harvey S. Shipley Miller Fund and by exchange: Nina and Gordon Bunshaft Bequest and Gift of Victor S. Riesenfeld",128.2007.2,Print,Drawings & Prints,2007-03-07,Y,116394,http://www.moma.org/collection/works/116394,http://www.moma.org/media/W1siZiIsIjEzMjc5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a06c8b2c95993005,,,,35.0,,,25.8,,
Paper Softwall,"Stephanie Forsythe, Todd MacAllen","28147, 28146","(Canadian, born 1970) (Canadian, born 1966)",(Canadian) (Canadian),(1970) (1966),(0) (0),(Female) (Male),2003,Paper and wool felt,"h. 78 x w. 15 x depth ranges from 1 1/2"" to 25' (198.1 x 38.1 x 3.8 to 767 cm)",Gift of the designers and Robert Pasut,148.2005,Design,Architecture & Design,2005-02-15,Y,94960,http://www.moma.org/collection/works/94960,http://www.moma.org/media/W1siZiIsIjExMDgxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cba0d1dcb7390d85,,3.81,,198.1204,,,38.1001,,
Untitled,Unknown photographer,8595,"",(),(0),(0),(),c. 1938–60,Gelatin silver print,"Approx. 2 × 2"" (5.1 × 5.1 cm)",Gift of Peter J. Cohen,767.2017.286,Photograph,Photography,2017-10-26,Y,277285,http://www.moma.org/collection/works/277285,http://www.moma.org/media/W1siZiIsIjQzOTczNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44ee38f2b86cda0f,,,,5.08001016,,,5.08001016,,
"The Anatomic Explosion, New York","Yayoi Kusama, Harry Shunk, János Kender","3315, 8247, 38024","(Japanese, born 1929) (German, 1924–2006) (Hungarian, 1937–2009)",(Japanese) (French) (Hungarian),(1929) (1924) (1937),(0) (2006) (2009),(Female) (Male) (Male),1968,Gelatin silver print,"9 3/4 × 6 5/8"" (24.7 × 16.9 cm)",Gift of the Roy Lichtenstein Foundation in memory of Harry Shunk and János Kender,1017.2013.24,Photograph,Photography,2013-10-24,Y,177002,http://www.moma.org/collection/works/177002,http://www.moma.org/media/W1siZiIsIjI5NTgxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3ce5c4690060abe,,,,24.7,,,16.9,,
Hail,Emily Hubley,34037,"(American, born ca. 1958)",(American),(1958),(0),(Female),2011,"Video (color, sound)",,Purchase from the Artist,820476,Video,Film,2018-10-16,Y,292875,http://www.moma.org/collection/works/292875,,,,,,,,,,
Number 172,Miguel Ocampo,4371,"(Argentine, born 1922)",(Argentine),(1922),(0),(Male),1957,Oil on canvas,"21 1/4 x 31 7/8"" (54 x 81 cm)",Inter-American Fund,89.1958,Painting,Painting & Sculpture,1958-04-22,Y,78743,http://www.moma.org/collection/works/78743,http://www.moma.org/media/W1siZiIsIjIyNjE5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cb7cd83b4957211c,,,,54.0,,,81.0,,
Untitled from Vertical Horizontals,Hedda Sterne,5653,"(American, born Romania 1910–2011)",(American),(1910),(0),(Female),1967,One from a series of five lithographs,"composition: 11 × 6 7/8"" (28 × 17.5 cm); sheet: 21 7/8 × 14 1/8"" (55.5 × 35.8 cm)","Gift of Kleiner, Bell & Co.",2056.1967.4,Print,Drawings & Prints,1974-01-10,Y,77952,http://www.moma.org/collection/works/77952,http://www.moma.org/media/W1siZiIsIjM0NjM5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=933c448d1f0afcf1,,,,28.0,,,17.5,,
"Plate 7 from Arkhitekturnye fantazii: 101 kompozitsiia v kraskakh, 101 arkhitekturnaia miniatiura (Architectural Fantasies: 101 Compositions in Color, 101 Architectural Miniatures)",Iakov Chernikhov,1093,"(Russian, 1889–1951)",(Russian),(1889),(1951),(Male),1933,One from an illustrated book with 214 letterpress illustrations,"composition (irreg.): 4 5/8 × 7 13/16"" (11.7 × 19.9 cm); page (each): 11 3/4 × 8 1/16"" (29.9 × 20.5 cm)",Gift of The Judith Rothschild Foundation,378.2001.73,Illustrated Book,Drawings & Prints,2001-01-24,N,416892,,,,,,11.7,,,19.9,,
Fear and Hope (The Man Comforts the Woman) [Furcht und Hoffnung (Der Mann tröstet das Weib)] (plate 7) from O Eternity - Thou Word of Thunder (Bach Cantata) [O Ewigkeit - Du Donnerwort (Bachkantate)],Oskar Kokoschka,3197,"(Austrian, 1886–1980)",(Austrian),(1886),(1980),(Male),"(1914, published 1916)",One from a portfolio of eleven lithographs,"composition (irreg. ): 15 3/8 x 12 3/16"" (39.1 x 31 cm); sheet: 26 7/16 x 20 3/16"" (67.2 x 51.2 cm)",Purchase,235.1947.7,Print,Drawings & Prints,1947-10-16,Y,117559,http://www.moma.org/collection/works/117559,http://www.moma.org/media/W1siZiIsIjEyMjU1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e23f92f8ef327bc9,,,,39.1,,,31.0,,
Fluxus Media Opera,Mieko Shiomi,5403,"(Japanese, born 1938)",(Japanese),(1938),(0),(Female),1994,VHS,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC5059,Video,Fluxus Collection,2008-10-08,N,223479,,,,0.0,,0.0,,,0.0,,
Überflieger,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,Watercolor and pencil on paper,"16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1315.2005,Drawing,Drawings & Prints,2005-05-10,Y,95540,http://www.moma.org/collection/works/95540,http://www.moma.org/media/W1siZiIsIjExMDk4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=871445dceebf4e36,,,,41.9101,,,55.8801,,
The Sailor,Roger de La Fresnaye,3325,"(French, 1885–1925)",(French),(1885),(1925),(Male),(c. 1921),Pencil and ink on paper,"10 3/8 x 16 7/8"" (26.2 x 42.7 cm)",The Joan and Lester Avnet Collection,117.1978,Drawing,Drawings & Prints,1978-04-04,Y,34134,http://www.moma.org/collection/works/34134,http://www.moma.org/media/W1siZiIsIjQyMDgwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e0ef9e33b45ba73,,,,26.4,,,42.9,,
Unidentified project (Perspective),Erich Mendelsohn,8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(Male),c. 1935,Print,"15 3/4 x 18 15/16"" (40 x 48.1 cm)",Gift of Milton Scheingarten,100.2000,Architecture,Architecture & Design,2000-01-19,Y,195,http://www.moma.org/collection/works/195,,,,,21.0,,,25.2,,
Headpiece (page 97) from POÈMES,Maurice Denis,1492,"(French, 1870–1943)",(French),(1870),(1943),(Male),1936-1942,"Lithograph, printed in black","irreg. composition  2 3/8 x 7 3/16"" (6.1 x 18.2 cm)",The Louis E. Stern Collection,781.1964.45,Illustrated Book,Drawings & Prints,1964-10-06,N,24014,,,,,,6.1,,,18.2,,
Plate (page 161) from Monsieur Aa l'antiphilosophe: Volume I from L'Antitête,Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),(1891),(1976),(Male),"1947–49, published 1949","Etching and aquatint from an illustrated book with 23 etchings (15 with aquatint, eight with drypoint and pochoir)","plate: 3 7/16 × 2 1/2"" (8.7 × 6.3 cm); page: 5 1/2 × 4 5/16"" (14 × 11 cm)",The Louis E. Stern Collection,1114.1964.A08,Illustrated Book,Drawings & Prints,1964-10-06,N,32023,,,,,,8.7,,,6.3,,
"HOUSE, TAORMINA, plate XVIII (page 75) from A BOOK OF TOWERS AND OTHER BUILDINGS OF SOUTHERN EUROPE",Richard Wyndham,6468,"(British, 1896–1948)",(British),(1896),(1948),(Male),1928,,"plate  4 13/16 x 3 3/16"" (12.2 x 8.1 cm)",The Louis E. Stern Collection,1095.1964.20,Illustrated Book,Drawings & Prints,1964-10-06,N,31543,,,,,,12.2,,,8.1,,
Front cover from KNIZHNIE ZNAKI (EX LIBRIS),Dmitrii Mitrokhin,4028,"(Russian, 1883–1973)",(Russian),(1883),(1973),(Male),1921,"Woodcut, printed in black","composition  4 15/16 x 3 11/16"" (12.6 x 9.3 cm)",Gift of Mr. Chwalewik,544.1960.1,Illustrated Book,Drawings & Prints,1961-01-10,N,18293,,,,,,12.6,,,9.3,,
Untitled manuscript of verse,Olga Rozanova,5066,"(Russian, 1886–1918)",(Russian),(1886),(1918),(Female),c. 1917,Ink on paper,"sheet: 3 5/16 x 5 1/4"" (8.4 x 13.4 cm)",Gift of The Judith Rothschild Foundation (Anonymous donation),249.2001,Drawing,Drawings & Prints,2001-01-24,Y,14231,http://www.moma.org/collection/works/14231,,,,,8.4,,,13.4,,
Poster of the French National Railroad,Album-miscellaneous,101,(Various),(),(0),(0),(),1900-1943,,,Gift of the French National Railroads,65.1943.371,Design,Architecture & Design,1943-02-18,N,163190,,,,,,,,,,,
Untitled,Michael Schmidt,5238,"(German, 1945–2014)",(German),(1945),(2014),(Male),1991-94,Gelatin silver print,"19 15/16 × 13 9/16"" (50.6 × 34.5 cm)",Horace W. Goldsmith Fund through Robert B. Menschel and purchase,845.1998.95,Photograph,Photography,1998-12-10,N,56883,,,,,,50.6,,,34.5,,
"The Conquest, Rond-Point des Champs-Elysées”",Claude Parent,47922,"(French, 1923–2016)",(French),(1923),(2016),(Male),1972,Felt-tipped pen on paper,"8 1/4 x 11 11/16"" (21 x 29.7 cm)",Committee on Architecture and Design Funds,715.2015,Architecture,Architecture & Design,2015-06-04,Y,192176,http://www.moma.org/collection/works/192176,http://www.moma.org/media/W1siZiIsIjMzMDAwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb2a4b832e7735bc,,,,21.0,,,29.7,,
"German Pavilion, International Exposition, Barcelona, Spain, Floor plan, second preliminary scheme",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1928-29,Pencil and colored pencil on tracing paper,"18 3/4 x 34 1/2"" (47.6 x 87.6 cm)","Mies van der Rohe Archive, gift of the architect",MR14.2,Mies van der Rohe Archive,Architecture & Design,1968-01-01,Y,101656,http://www.moma.org/collection/works/101656,http://www.moma.org/media/W1siZiIsIjExMDIzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4757d7ca7ba71f47,,,,47.6250952502,,,87.6302,,
"Aircraft Carrier City in Landscape, project, Exterior perspective",Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1964,Cut-and-pasted printed paper on gelatin silver photographs mounted on board,"8 1/2 x 39 3/8"" (21.6 x 100 cm)",Philip Johnson Fund,434.1967,Architecture,Architecture & Design,1967-04-11,Y,634,http://www.moma.org/collection/works/634,http://www.moma.org/media/W1siZiIsIjY4MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b3fdd4b719349580,,,,21.6,,,100.0,,
Drawing 80/10,John Golding,2218,"(British, 1929–2012)",(British),(1929),(2012),(Male),1980,Pastel on paper,"31 1/8 x 53"" (78.9 x 134.5 cm)",Gift of Mr. R. B. Kitaj,182.1982,Drawing,Drawings & Prints,1982-06-01,Y,35111,http://www.moma.org/collection/works/35111,http://www.moma.org/media/W1siZiIsIjI5OTU2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db49695f69701334,,,,79.1,,,134.6,,
"Poster for Picasso, My Master",Rodney Graham,25983,"(Canadian, born 1949)",(Canadian),(1949),(0),(Male),2005,Offset lithograph,"sheet: 32 x 21"" (81.3 x 53.3 cm)",Gift of the artist,810.2013,Print,Drawings & Prints,2013-10-10,Y,175764,http://www.moma.org/collection/works/175764,,,,,81.3,,,53.3,,
",Committee on Photography Fund,422.2011.22,Photograph,Photography,2011-05-18,N,161871,,,,,,20.3,,,25.3,,
Joe Maloney,Joe Maloney,41076,"(American, born 1949)",(American),(1949),(0),(Male),1982,Dye transfer print,15 ½ × 19 ½ in. (39.4 × 49.5 cm),Gift of Susan and Peter MacGill,1130.2014.9,Photograph,Photography,2015-01-29,Y,191546,http://www.moma.org/collection/works/191546,http://www.moma.org/media/W1siZiIsIjMxNjk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=827e87478945c815,,0.0,,39.4,,,49.5,,
Canto X from 18 Cantos,Barnett Newman,4285,"(American, 1905–1970)",(American),(1905),(1970),(Male),1964,One from an illustrated book with eighteen lithographs and one lithographed title page,"composition: 14 3/4 x 13 1/16"" (37.5 x 33.2 cm); sheet: 17 15/16 x 14 15/16"" (45.5 x 38 cm)",Gift of the Celeste and Armand Bartos Foundation,287.1964.11,Illustrated Book,Drawings & Prints,1964-04-14,Y,14594,http://www.moma.org/collection/works/14594,http://www.moma.org/media/W1siZiIsIjE5MDAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=59e38aa49b3af1a3,,,,37.5,,,33.2,,
The Nutty Professor storyboards,"John Jensen, Jerry Lewis","74235, 69618","(American, 1924–2003) (American, 1926–2017)",(American) (American),(1924) (1926),(2003) (2017),() (Male),,,"11 × 8 1/2"" (27.9 × 21.6 cm)",Gift of Chris Lewis,819642.255,Ephemera,Film,,N,282911,,,,0.0,,27.9400558801,,,21.5900431801,,
Whisk,Louis Maslow,8462,"(American, 1908–1973)",(American),(1908),(1973),(Male),1940s,Stainless steel,"l. 18"" (45.7 cm)",Purchase Fund,504.1956,Design,Architecture & Design,1956-10-25,Y,4260,http://www.moma.org/collection/works/4260,http://www.moma.org/media/W1siZiIsIjIxMTU3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a3c51697816587c,,,,,45.7,,,,
Study of an Upside-Down Nude (Étude de nu renversé ),Henri Matisse,3832,"(French, 1869–1954)",(French),(1869),(1954),(Male),1929,Etching with chine collé,"plate: 6 5/8 x 9 3/8"" (16.8 x 23.8 cm); sheet: 11 3/16 x 14 15/16"" (28 x 38 cm)",Gift of Mr. and Mrs. E. Powis Jones,112.1956,Print,Drawings & Prints,1956-03-19,Y,61986,http://www.moma.org/collection/works/61986,http://www.moma.org/media/W1siZiIsIjY3MzcyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=39c29a97bcf168da,,,,16.8,,,23.8,,
",Gift of Lee Friedlander,1928.2008,Photograph,Photography,2008-11-12,Y,121854,http://www.moma.org/collection/works/121854,http://www.moma.org/media/W1siZiIsIjE1Mjg3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3749c94e2f03abff,,,,20.0,,,30.4,,
Image: 10 13/16 × 7 3/8"" (27.5 × 18.7 cm)",Latin American and Caribbean Fund,261.2016.3,Photograph,Media and Performance,2016-05-02,Y,205423,http://www.moma.org/collection/works/205423,http://www.moma.org/media/W1siZiIsIjM3NTM3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80e839f6aaff5f37,,,,30.0,,,23.7,,
Plate (page 51) from Le Désespéranto (Desesperanto): Volume III from L'Antitête (The Anti-Head),Joan Miró,4016,"(Spanish, 1893–1983)",(Spanish),(1893),(1983),(Male),"1947–49, published 1949","Etching and drypoint with pochoir from an illustrated book with twenty-three etchings (fifteen with aquatint, eight with drypoint and pochoir)","composition (irreg.): 4 13/16 × 3 9/16"" (12.3 × 9 cm); page: 5 1/2 × 4 5/16"" (14 × 11 cm)",The Louis E. Stern Collection,1114.1964.C03,Illustrated Book,Drawings & Prints,1964-10-06,N,32035,,,,,,12.3,,,9.0,,
Breath II, 5:10 min. 
Paper Bag (Bolsa de papel),Nicolás Paris,43702,"(Colombian, born 1977)",(Colombian),(1977),(0),(Male),2008,"Lithograph with collage additions from a series of seven lithographs, three with collage additions","composition: 8 7/16 x 3 13/16"" (21.5 x 9.7 cm); sheet: 16 9/16 x 11 5/8"" (42 x 29.5 cm)",Latin American and Caribbean Fund,616.2014.5,Print,Drawings & Prints,2014-10-02,Y,187947,http://www.moma.org/collection/works/187947,http://www.moma.org/media/W1siZiIsIjI5ODE1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=681ef8e48ae3da6b,,,,21.5,,,9.7,,
"TONI, THE BEGGAR (tailpiece, page 116) from CONCERT D'ÉTÉ",Aristide Maillol,3697,"(French, 1861–1944)",(French),(1861),(1944),(Male),1945,,"irreg. composition  3 5/16 x 3 11/16"" (8.5 x 9.3 cm)",The Louis E. Stern Collection,901.1964.21,Illustrated Book,Drawings & Prints,1964-10-06,N,27544,,,,,,8.5,,,9.3,,
